{'offset': -487609773.0, 'RTT': 153340816.0, 'smoothed_offset': -487609773.0, 'smoothed_RTT': 153340816.0, 'drop_rate': 0.0, 'current_system_time': (1589143488.0, 834543943.0), 'adjusted_system_time': (1589143488.0, 346934170.0), 'current_drift': -48024564.70599381, 'average_drift': -48024564.70599381, 'average_RTT': 153340816.0}
{'offset': -526104790.0, 'RTT': 162146092.0, 'smoothed_offset': 318410868.5, 'smoothed_RTT': 13839245.0, 'drop_rate': 4.0, 'current_system_time': (1589160506.0, 638118505.0), 'adjusted_system_time': (1589160506.0, 956529373.5), 'current_drift': -51771031.94906519, 'average_drift': 5554943.128184534, 'average_RTT': 136605027.74360573}
{'offset': 139656487.0, 'RTT': 155400038.0, 'smoothed_offset': 318410868.5, 'smoothed_RTT': 13839245.0, 'drop_rate': 4.0, 'current_system_time': (1589160516.0, 847128152.0), 'adjusted_system_time': (1589160517.0, 165539020.5), 'current_drift': 13751943.44658272, 'average_drift': 5560053.477510218, 'average_RTT': 136616745.3310474}
{'offset': 332939722.0, 'RTT': 14114619.0, 'smoothed_offset': 318410868.5, 'smoothed_RTT': 13839245.0, 'drop_rate': 4.0, 'current_system_time': (1589160526.0, 916417837.0), 'adjusted_system_time': (1589160527.0, 234828705.5), 'current_drift': 33247045.26232465, 'average_drift': 5577303.939681442, 'average_RTT': 136540420.0186916}
{'offset': 770468097.5, 'RTT': 150366783.0, 'smoothed_offset': 318410868.5, 'smoothed_RTT': 13839245.0, 'drop_rate': 4.0, 'current_system_time': (1589160537.0, 119409322.0), 'adjusted_system_time': (1589160537.0, 437820190.5), 'current_drift': 75905444.0072444, 'average_drift': 5621094.81145452, 'average_RTT': 136549029.21108344}
{'offset': 483955603.5, 'RTT': 161758184.0, 'smoothed_offset': 318410868.5, 'smoothed_RTT': 13839245.0, 'drop_rate': 4.0, 'current_system_time': (1589160547.0, 337217569.0), 'adjusted_system_time': (1589160547.0, 655628437.5), 'current_drift': 47625184.02199365, 'average_drift': 5647233.012581178, 'average_RTT': 136564716.3018046}
{'offset': 189646192.0, 'RTT': 149926424.0, 'smoothed_offset': 332939722.0, 'smoothed_RTT': 14114619.0, 'drop_rate': 4.0, 'current_system_time': (1589160557.0, 546910762.0), 'adjusted_system_time': (1589160557.0, 879850484.0), 'current_drift': 18684489.333003663, 'average_drift': 5655340.759049103, 'average_RTT': 136573025.8215174}
{'offset': -344812987.5, 'RTT': 18094778.0, 'smoothed_offset': 332939722.0, 'smoothed_RTT': 14114619.0, 'drop_rate': 4.0, 'current_system_time': (1589160567.0, 620650053.0), 'adjusted_system_time': (1589160567.0, 953589775.0), 'current_drift': -34419018.30048747, 'average_drift': 5630434.383002156, 'average_RTT': 136499391.11187074}
{'offset': 100898656.5, 'RTT': 151136875.0, 'smoothed_offset': 332939722.0, 'smoothed_RTT': 14114619.0, 'drop_rate': 4.0, 'current_system_time': (1589160577.0, 826711893.0), 'adjusted_system_time': (1589160578.0, 159651615.0), 'current_drift': 9939641.02173531, 'average_drift': 5633110.9088647235, 'average_RTT': 136508482.71677017}
{'offset': 625708483.0, 'RTT': 144876242.0, 'smoothed_offset': 332939722.0, 'smoothed_RTT': 14114619.0, 'drop_rate': 4.0, 'current_system_time': (1589160593.0, 74546575.0), 'adjusted_system_time': (1589160593.0, 407486297.0), 'current_drift': 61677290.88794142, 'average_drift': 5667899.350813251, 'average_RTT': 136513676.8566108}
{'offset': 81078208.5, 'RTT': 14463425.0, 'smoothed_offset': 81078208.5, 'smoothed_RTT': 14463425.0, 'drop_rate': 4.0, 'current_system_time': (1589160603.0, 142872571.0), 'adjusted_system_time': (1589160603.0, 223950779.5), 'current_drift': 8096111.100430725, 'average_drift': 5669405.68564552, 'average_RTT': 136437963.30086848}
{'offset': 532281166.0, 'RTT': 151095390.0, 'smoothed_offset': 81078208.5, 'smoothed_RTT': 14463425.0, 'drop_rate': 4.0, 'current_system_time': (1589160613.0, 353756189.0), 'adjusted_system_time': (1589160613.0, 434834397.5), 'current_drift': 52435835.30151419, 'average_drift': 5698399.132400553, 'average_RTT': 136447050.36019838}
{'offset': 219934481.5, 'RTT': 157770872.0, 'smoothed_offset': 81078208.5, 'smoothed_RTT': 14463425.0, 'drop_rate': 4.0, 'current_system_time': (1589160623.0, 563310861.0), 'adjusted_system_time': (1589160623.0, 644389069.5), 'current_drift': 21651845.101788193, 'average_drift': 5708283.547499306, 'average_RTT': 136460262.145601}
{'offset': -67606077.0, 'RTT': 157340765.0, 'smoothed_offset': 81078208.5, 'smoothed_RTT': 14463425.0, 'drop_rate': 4.0, 'current_system_time': (1589160633.0, 777927875.0), 'adjusted_system_time': (1589160633.0, 859006083.5), 'current_drift': -6655883.519528647, 'average_drift': 5700627.71649805, 'average_RTT': 136473191.2495356}
{'offset': -584197275.5, 'RTT': 22434712.0, 'smoothed_offset': 81078208.5, 'smoothed_RTT': 14463425.0, 'drop_rate': 4.0, 'current_system_time': (1589160643.0, 855193853.0), 'adjusted_system_time': (1589160643.0, 936272061.5), 'current_drift': -58288957.951557666, 'average_drift': 5661030.200614352, 'average_RTT': 136402622.88366336}
{'offset': 558786727.5, 'RTT': 149707317.0, 'smoothed_offset': 81078208.5, 'smoothed_RTT': 14463425.0, 'drop_rate': 4.0, 'current_system_time': (1589160654.0, 59613466.0), 'adjusted_system_time': (1589160654.0, 140691674.5), 'current_drift': 55054467.09424557, 'average_drift': 5691576.543776771, 'average_RTT': 136410850.89486703}
{'offset': 275994245.0, 'RTT': 150800228.0, 'smoothed_offset': 81078208.5, 'smoothed_RTT': 14463425.0, 'drop_rate': 4.0, 'current_system_time': (1589160664.0, 268203973.0), 'adjusted_system_time': (1589160664.0, 349282181.5), 'current_drift': 27189407.613273345, 'average_drift': 5704863.213164594, 'average_RTT': 136419744.20580965}
{'offset': -73595199.0, 'RTT': 149590254.0, 'smoothed_offset': -584197275.5, 'smoothed_RTT': 22434712.0, 'drop_rate': 4.0, 'current_system_time': (1589160674.0, 470005035.0), 'adjusted_system_time': (1589160674.0, -114192240.5), 'current_drift': -7251051.240319362, 'average_drift': 5696860.795342799, 'average_RTT': 136427879.17171094}
{'offset': 397360466.5, 'RTT': 20100832.0, 'smoothed_offset': 397360466.5, 'smoothed_RTT': 20100832.0, 'drop_rate': 4.0, 'current_system_time': (1589160684.0, 543133258.0), 'adjusted_system_time': (1589160684.0, 940493724.5), 'current_drift': 39656334.11901378, 'average_drift': 5717823.433196916, 'average_RTT': 136356072.35246915}
{'offset': -169265669.5, 'RTT': 148808241.0, 'smoothed_offset': 397360466.5, 'smoothed_RTT': 20100832.0, 'drop_rate': 4.0, 'current_system_time': (1589160694.0, 746154546.0), 'adjusted_system_time': (1589160695.0, 143515012.5), 'current_drift': -16678378.926915426, 'average_drift': 5704007.145497896, 'average_RTT': 136363754.1344849}
{'offset': 239823507.5, 'RTT': 155047178.0, 'smoothed_offset': 397360466.5, 'smoothed_RTT': 20100832.0, 'drop_rate': 4.0, 'current_system_time': (1589160704.0, 956722021.0), 'adjusted_system_time': (1589160705.0, 354082487.5), 'current_drift': 23616188.413142595, 'average_drift': 5715050.413850328, 'average_RTT': 136375272.89149198}
{'offset': -41436805.0, 'RTT': 157029867.0, 'smoothed_offset': 397360466.5, 'smoothed_RTT': 20100832.0, 'drop_rate': 4.0, 'current_system_time': (1589160715.0, 176462411.0), 'adjusted_system_time': (1589160715.0, 573822877.5), 'current_drift': -4079618.307968888, 'average_drift': 5709015.497817168, 'average_RTT': 136387999.07393715}
{'offset': -276180168.0, 'RTT': 161918401.0, 'smoothed_offset': 397360466.5, 'smoothed_RTT': 20100832.0, 'drop_rate': 4.0, 'current_system_time': (1589160725.0, 406760454.0), 'adjusted_system_time': (1589160725.0, 804120920.5), 'current_drift': -27177955.68726689, 'average_drift': 5688764.899796796, 'average_RTT': 136403719.76477832}
{'offset': 448524158.5, 'RTT': 164807081.0, 'smoothed_offset': 397360466.5, 'smoothed_RTT': 20100832.0, 'drop_rate': 4.0, 'current_system_time': (1589160735.0, 632387161.0), 'adjusted_system_time': (1589160736.0, 29747627.5), 'current_drift': 44125201.28772329, 'average_drift': 5712418.091420135, 'average_RTT': 136421198.7563077}
{'offset': -38614437.0, 'RTT': 164554834.0, 'smoothed_offset': 397360466.5, 'smoothed_RTT': 20100832.0, 'drop_rate': 4.0, 'current_system_time': (1589160746.0, 180653810.0), 'adjusted_system_time': (1589160746.0, 578014276.5), 'current_drift': -3798930.462831128, 'average_drift': 5706568.553563892, 'average_RTT': 136438501.11500615}
{'offset': 605447086.5, 'RTT': 146344185.0, 'smoothed_offset': 605447086.5, 'smoothed_RTT': 146344185.0, 'drop_rate': 4.0, 'current_system_time': (1589160756.0, 378679275.0), 'adjusted_system_time': (1589160756.0, 984126361.5), 'current_drift': 59671451.65399295, 'average_drift': 5739736.889827217, 'average_RTT': 136444589.42716655}
{'offset': 338670472.0, 'RTT': 168784857.0, 'smoothed_offset': 605447086.5, 'smoothed_RTT': 146344185.0, 'drop_rate': 4.0, 'current_system_time': (1589160766.0, 598072052.0), 'adjusted_system_time': (1589160767.0, 203519138.5), 'current_drift': 33304910.74032957, 'average_drift': 5756668.814796813, 'average_RTT': 136464454.4563882}
{'offset': 60574563.0, 'RTT': 146656990.0, 'smoothed_offset': 605447086.5, 'smoothed_RTT': 146344185.0, 'drop_rate': 4.0, 'current_system_time': (1589160776.0, 800107955.0), 'adjusted_system_time': (1589160777.0, 405555041.5), 'current_drift': 5969903.492322548, 'average_drift': 5756799.713923594, 'average_RTT': 136470711.38428482}
{'offset': 319720336.5, 'RTT': 149922133.0, 'smoothed_offset': 605447086.5, 'smoothed_RTT': 146344185.0, 'drop_rate': 4.0, 'current_system_time': (1589160786.0, 980630159.0), 'adjusted_system_time': (1589160787.0, 586077245.5), 'current_drift': 31499782.19640791, 'average_drift': 5772592.954710394, 'average_RTT': 136478963.79018405}
{'offset': -78212970.5, 'RTT': 148874759.0, 'smoothed_offset': 605447086.5, 'smoothed_RTT': 146344185.0, 'drop_rate': 4.0, 'current_system_time': (1589160797.0, 173578262.0), 'adjusted_system_time': (1589160797.0, 779025348.5), 'current_drift': -7706565.738299304, 'average_drift': 5764328.602354165, 'average_RTT': 136486563.90987125}
{'offset': 682979605.0, 'RTT': 176606178.0, 'smoothed_offset': 605447086.5, 'smoothed_RTT': 146344185.0, 'drop_rate': 4.0, 'current_system_time': (1589160807.0, 404995679.0), 'adjusted_system_time': (1589160808.0, 10442765.5), 'current_drift': 67112708.60382508, 'average_drift': 5801919.521472714, 'average_RTT': 136511147.00674018}
{'offset': 407751075.0, 'RTT': 149656535.0, 'smoothed_offset': 605447086.5, 'smoothed_RTT': 146344185.0, 'drop_rate': 4.0, 'current_system_time': (1589160817.0, 605355739.0), 'adjusted_system_time': (1589160818.0, 210802825.5), 'current_drift': 40173879.14496557, 'average_drift': 5822967.873967198, 'average_RTT': 136519196.84629515}
{'offset': -90670898.5, 'RTT': 148737669.0, 'smoothed_offset': 60574563.0, 'smoothed_RTT': 146656990.0, 'drop_rate': 4.0, 'current_system_time': (1589160827.0, 760377168.0), 'adjusted_system_time': (1589160827.0, 820951731.0), 'current_drift': -8934204.573733374, 'average_drift': 5813936.556679743, 'average_RTT': 136526674.49143207}
{'offset': 219499218.0, 'RTT': 158362388.0, 'smoothed_offset': 60574563.0, 'smoothed_RTT': 146656990.0, 'drop_rate': 4.0, 'current_system_time': (1589160837.0, 969051361.0), 'adjusted_system_time': (1589160838.0, 29625924.0), 'current_drift': 21607736.524470996, 'average_drift': 5823596.373173805, 'average_RTT': 136540029.66788992}
{'offset': -7937617.0, 'RTT': 164992571.0, 'smoothed_offset': -90670898.5, 'smoothed_RTT': 148737669.0, 'drop_rate': 4.0, 'current_system_time': (1589160848.0, 189013481.0), 'adjusted_system_time': (1589160848.0, 98342582.5), 'current_drift': -780877.7964723216, 'average_drift': 5819559.408522432, 'average_RTT': 136557421.1968215}
{'offset': -291508340.5, 'RTT': 145148993.0, 'smoothed_offset': -291508340.5, 'smoothed_RTT': 145148993.0, 'drop_rate': 4.0, 'current_system_time': (1589160858.0, 391296148.0), 'adjusted_system_time': (1589160858.0, 99787807.5), 'current_drift': -28733766.32527885, 'average_drift': 5798451.695795614, 'average_RTT': 136562669.56078193}
{'offset': 345393878.5, 'RTT': 144788743.0, 'smoothed_offset': 345393878.5, 'smoothed_RTT': 144788743.0, 'drop_rate': 4.0, 'current_system_time': (1589160868.0, 588534593.0), 'adjusted_system_time': (1589160868.0, 933928471.5), 'current_drift': 34046433.81443749, 'average_drift': 5815697.106124455, 'average_RTT': 136567691.58363858}
{'offset': -94716803.5, 'RTT': 148764849.0, 'smoothed_offset': 345393878.5, 'smoothed_RTT': 144788743.0, 'drop_rate': 4.0, 'current_system_time': (1589160878.0, 773544788.0), 'adjusted_system_time': (1589160879.0, 118938666.5), 'current_drift': -9332840.489385547, 'average_drift': 5806454.557255932, 'average_RTT': 136575133.41244662}
{'offset': 193883632.5, 'RTT': 156799078.0, 'smoothed_offset': 345393878.5, 'smoothed_RTT': 144788743.0, 'drop_rate': 4.0, 'current_system_time': (1589160888.0, 942235708.0), 'adjusted_system_time': (1589160889.0, 287629586.5), 'current_drift': 19089048.72598682, 'average_drift': 5814553.700041743, 'average_RTT': 136587465.08597562}
{'offset': 336919120.5, 'RTT': 173429728.0, 'smoothed_offset': 345393878.5, 'smoothed_RTT': 144788743.0, 'drop_rate': 4.0, 'current_system_time': (1589160899.0, 292484283.0), 'adjusted_system_time': (1589160899.0, 637878161.5), 'current_drift': 33117555.191117942, 'average_drift': 5831191.726544532, 'average_RTT': 136609916.19073737}
{'offset': 111383719.0, 'RTT': 162588358.0, 'smoothed_offset': 345393878.5, 'smoothed_RTT': 144788743.0, 'drop_rate': 4.0, 'current_system_time': (1589160909.0, 514520168.0), 'adjusted_system_time': (1589160909.0, 859914046.5), 'current_drift': 10960172.258902784, 'average_drift': 5834315.344408331, 'average_RTT': 136625737.409866}
{'offset': -187638058.0, 'RTT': 167719126.0, 'smoothed_offset': 345393878.5, 'smoothed_RTT': 144788743.0, 'drop_rate': 4.0, 'current_system_time': (1589160919.0, 735668659.0), 'adjusted_system_time': (1589160920.0, 81062537.5), 'current_drift': -18454292.02702781, 'average_drift': 5819532.260189564, 'average_RTT': 136644662.17468047}
{'offset': 196580471.5, 'RTT': 160994768.0, 'smoothed_offset': 345393878.5, 'smoothed_RTT': 144788743.0, 'drop_rate': 4.0, 'current_system_time': (1589160929.0, 950139999.0), 'adjusted_system_time': (1589160930.0, 295533877.5), 'current_drift': 19346577.37636973, 'average_drift': 5827760.389822276, 'average_RTT': 136659473.6745742}
{'offset': 899759836.5, 'RTT': 152149201.0, 'smoothed_offset': -94716803.5, 'smoothed_RTT': 148764849.0, 'drop_rate': 4.0, 'current_system_time': (1589160940.0, 157524824.0), 'adjusted_system_time': (1589160940.0, 62808020.5), 'current_drift': 88627522.96936026, 'average_drift': 5878094.5919982875, 'average_RTT': 136668889.92218846}
{'offset': 630647995.5, 'RTT': 163149834.0, 'smoothed_offset': 899759836.5, 'smoothed_RTT': 152149201.0, 'drop_rate': 4.0, 'current_system_time': (1589160950.0, 375053644.0), 'adjusted_system_time': (1589160951.0, 274813480.5), 'current_drift': 62052415.42245278, 'average_drift': 5912222.36893052, 'average_RTT': 136684977.98055893}
{'offset': 354070756.5, 'RTT': 169921637.0, 'smoothed_offset': 899759836.5, 'smoothed_RTT': 152149201.0, 'drop_rate': 4.0, 'current_system_time': (1589160960.0, 596177339.0), 'adjusted_system_time': (1589160961.0, 495937175.5), 'current_drift': 34815485.22574914, 'average_drift': 5929771.405273458, 'average_RTT': 136705158.10139647}
{'offset': 57019703.5, 'RTT': 158284664.0, 'smoothed_offset': 899759836.5, 'smoothed_RTT': 152149201.0, 'drop_rate': 4.0, 'current_system_time': (1589160970.0, 814453363.0), 'adjusted_system_time': (1589160971.0, 714213199.5), 'current_drift': 5613123.217748803, 'average_drift': 5929579.26438297, 'average_RTT': 136718252.46177185}
{'offset': 447723170.5, 'RTT': 154807806.0, 'smoothed_offset': 899759836.5, 'smoothed_RTT': 152149201.0, 'drop_rate': 4.0, 'current_system_time': (1589160981.0, 20699739.0), 'adjusted_system_time': (1589160981.0, 920459575.5), 'current_drift': 44089772.9482838, 'average_drift': 5952720.679594553, 'average_RTT': 136729222.4760461}
{'offset': 140203733.0, 'RTT': 154527664.0, 'smoothed_offset': 899759836.5, 'smoothed_RTT': 152149201.0, 'drop_rate': 4.0, 'current_system_time': (1589160991.0, 228489637.0), 'adjusted_system_time': (1589160992.0, 128249473.5), 'current_drift': 13807016.696311006, 'average_drift': 5957480.858998625, 'average_RTT': 136740009.41030303}
{'offset': -92107141.5, 'RTT': 175697088.0, 'smoothed_offset': 899759836.5, 'smoothed_RTT': 152149201.0, 'drop_rate': 4.0, 'current_system_time': (1589161001.0, 457728147.0), 'adjusted_system_time': (1589161002.0, 357487983.5), 'current_drift': -9051678.789517049, 'average_drift': 5948389.908272692, 'average_RTT': 136763605.4603271}
{'offset': -422041299.5, 'RTT': 155031204.0, 'smoothed_offset': 140203733.0, 'smoothed_RTT': 154527664.0, 'drop_rate': 4.0, 'current_system_time': (1589161011.0, 665366888.0), 'adjusted_system_time': (1589161011.0, 805570621.0), 'current_drift': -41559823.01007216, 'average_drift': 5919631.9101381, 'average_RTT': 136774663.3286925}
{'offset': -741723184.0, 'RTT': 148418665.0, 'smoothed_offset': -741723184.0, 'smoothed_RTT': 148418665.0, 'drop_rate': 4.0, 'current_system_time': (1589161021.0, 867204189.0), 'adjusted_system_time': (1589161021.0, 125481005.0), 'current_drift': -73087562.55376661, 'average_drift': 5871835.6642434215, 'average_RTT': 136781707.49183303}
{'offset': 638206806.5, 'RTT': 150123596.0, 'smoothed_offset': -741723184.0, 'smoothed_RTT': 148418665.0, 'drop_rate': 4.0, 'current_system_time': (1589161032.0, 70919990.0), 'adjusted_system_time': (1589161032.0, -670803194.0), 'current_drift': 62876752.23496855, 'average_drift': 5906300.547297063, 'average_RTT': 136789773.929867}
{'offset': 241459325.5, 'RTT': 171660423.0, 'smoothed_offset': -741723184.0, 'smoothed_RTT': 148418665.0, 'drop_rate': 4.0, 'current_system_time': (1589161042.0, 257415056.0), 'adjusted_system_time': (1589161042.0, -484308128.0), 'current_drift': 23738437.527270958, 'average_drift': 5917075.252420915, 'average_RTT': 136810843.80845922}
{'offset': 382739144.5, 'RTT': 14783383.0, 'smoothed_offset': 382739144.5, 'smoothed_RTT': 14783383.0, 'drop_rate': 4.0, 'current_system_time': (1589161052.0, 532124042.0), 'adjusted_system_time': (1589161052.0, 914863186.5), 'current_drift': 38217416.17993417, 'average_drift': 5936580.289212892, 'average_RTT': 136737155.72826087}
{'offset': -176131939.5, 'RTT': 148707867.0, 'smoothed_offset': 382739144.5, 'smoothed_RTT': 14783383.0, 'drop_rate': 4.0, 'current_system_time': (1589161062.0, 735040664.0), 'adjusted_system_time': (1589161063.0, 117779808.5), 'current_drift': -17355109.813803844, 'average_drift': 5922523.74720745, 'average_RTT': 136744380.05612552}
{'offset': -703547257.0, 'RTT': 18782616.0, 'smoothed_offset': 382739144.5, 'smoothed_RTT': 14783383.0, 'drop_rate': 4.0, 'current_system_time': (1589161072.0, 808714389.0), 'adjusted_system_time': (1589161073.0, 191453533.5), 'current_drift': -70222828.85711432, 'average_drift': 5876597.720304963, 'average_RTT': 136673233.0331725}
{'offset': 225690213.5, 'RTT': 13898611.0, 'smoothed_offset': 225690213.5, 'smoothed_RTT': 13898611.0, 'drop_rate': 4.0, 'current_system_time': (1589161082.0, 877129077.0), 'adjusted_system_time': (1589161083.0, 102819290.5), 'current_drift': 22537697.08154278, 'average_drift': 5886640.577062792, 'average_RTT': 136599227.8360458}
{'offset': 677558775.5, 'RTT': 148891449.0, 'smoothed_offset': 225690213.5, 'smoothed_RTT': 13898611.0, 'drop_rate': 4.0, 'current_system_time': (1589161093.0, 79503536.0), 'adjusted_system_time': (1589161093.0, 305193749.5), 'current_drift': 66761850.68141229, 'average_drift': 5923312.390378665, 'average_RTT': 136606632.78855422}
{'offset': 340136328.0, 'RTT': 145950556.0, 'smoothed_offset': 225690213.5, 'smoothed_RTT': 13898611.0, 'drop_rate': 4.0, 'current_system_time': (1589161103.0, 280604600.0), 'adjusted_system_time': (1589161103.0, 506294813.5), 'current_drift': 33524343.147804316, 'average_drift': 5939929.507029734, 'average_RTT': 136612258.269115}
{'offset': -211567165.5, 'RTT': 18149376.0, 'smoothed_offset': 225690213.5, 'smoothed_RTT': 13898611.0, 'drop_rate': 4.0, 'current_system_time': (1589161113.0, 350027561.0), 'adjusted_system_time': (1589161113.0, 575717774.5), 'current_drift': -21118387.993579064, 'average_drift': 5923648.930916251, 'average_RTT': 136540980.96329722}
{'offset': -134935652.0, 'RTT': 13411760.0, 'smoothed_offset': -134935652.0, 'smoothed_RTT': 13411760.0, 'drop_rate': 4.0, 'current_system_time': (1589161123.0, 374142646.0), 'adjusted_system_time': (1589161123.0, 239206994.0), 'current_drift': -13475492.193282181, 'average_drift': 5911983.7829161305, 'average_RTT': 136466940.54179195}
{'offset': 324088313.0, 'RTT': 151319504.0, 'smoothed_offset': -134935652.0, 'smoothed_RTT': 13411760.0, 'drop_rate': 4.0, 'current_system_time': (1589161133.0, 580192089.0), 'adjusted_system_time': (1589161133.0, 445256437.0), 'current_drift': 31925732.696355097, 'average_drift': 5927617.0454843035, 'average_RTT': 136475866.3611779}
{'offset': -354048.0, 'RTT': 152817249.0, 'smoothed_offset': -134935652.0, 'smoothed_RTT': 13411760.0, 'drop_rate': 4.0, 'current_system_time': (1589161143.0, 787535429.0), 'adjusted_system_time': (1589161143.0, 652599777.0), 'current_drift': -34871.89725934168, 'average_drift': 5924035.971044217, 'average_RTT': 136485681.0054054}
{'offset': -686834619.0, 'RTT': 14743328.0, 'smoothed_offset': -134935652.0, 'smoothed_RTT': 13411760.0, 'drop_rate': 4.0, 'current_system_time': (1589161153.0, 812771558.0), 'adjusted_system_time': (1589161153.0, 677835906.0), 'current_drift': -68582348.69381967, 'average_drift': 5879314.251557505, 'average_RTT': 136412606.3637455}
{'offset': 243516679.5, 'RTT': 14128685.0, 'smoothed_offset': -134935652.0, 'smoothed_RTT': 13411760.0, 'drop_rate': 4.0, 'current_system_time': (1589161163.0, 881733417.0), 'adjusted_system_time': (1589161163.0, 746797765.0), 'current_drift': 24317310.787583515, 'average_drift': 5890374.83736196, 'average_RTT': 136339250.68206358}
{'offset': 696620941.5, 'RTT': 154433489.0, 'smoothed_offset': -134935652.0, 'smoothed_RTT': 13411760.0, 'drop_rate': 4.0, 'current_system_time': (1589161174.0, 88528871.0), 'adjusted_system_time': (1589161174.0, -46406781.0), 'current_drift': 68602639.65041763, 'average_drift': 5927972.118424943, 'average_RTT': 136350098.5467626}
{'offset': 387521154.5, 'RTT': 151628733.0, 'smoothed_offset': -134935652.0, 'smoothed_RTT': 13411760.0, 'drop_rate': 4.0, 'current_system_time': (1589161184.0, 294930458.0), 'adjusted_system_time': (1589161184.0, 159994806.0), 'current_drift': 38173298.5604843, 'average_drift': 5947292.266083457, 'average_RTT': 136359252.91132414}
{'offset': -150130402.5, 'RTT': 18181086.0, 'smoothed_offset': 243516679.5, 'smoothed_RTT': 14128685.0, 'drop_rate': 4.0, 'current_system_time': (1589161194.0, 367813348.0), 'adjusted_system_time': (1589161194.0, 611330027.5), 'current_drift': -14985794.44823583, 'average_drift': 5934757.483619791, 'average_RTT': 136288487.54191616}
{'offset': 384706604.0, 'RTT': 159450054.0, 'smoothed_offset': 243516679.5, 'smoothed_RTT': 14128685.0, 'drop_rate': 4.0, 'current_system_time': (1589161204.0, 604142427.0), 'adjusted_system_time': (1589161204.0, 847659106.5), 'current_drift': 37866872.90701651, 'average_drift': 5953867.06795456, 'average_RTT': 136302348.44344702}
{'offset': 89911811.5, 'RTT': 163074017.0, 'smoothed_offset': 243516679.5, 'smoothed_RTT': 14128685.0, 'drop_rate': 4.0, 'current_system_time': (1589161214.0, 820170402.0), 'adjusted_system_time': (1589161215.0, 63687081.5), 'current_drift': 8846911.018221702, 'average_drift': 5955597.357398499, 'average_RTT': 136318360.2069378}
{'offset': 516344871.0, 'RTT': 152510166.0, 'smoothed_offset': 243516679.5, 'smoothed_RTT': 14128685.0, 'drop_rate': 4.0, 'current_system_time': (1589161225.0, 28863191.0), 'adjusted_system_time': (1589161225.0, 272379870.5), 'current_drift': 50858838.11564163, 'average_drift': 5982437.310033432, 'average_RTT': 136328038.51285118}
{'offset': 178087664.0, 'RTT': 148708582.0, 'smoothed_offset': -150130402.5, 'smoothed_RTT': 18181086.0, 'drop_rate': 4.0, 'current_system_time': (1589161235.0, 231346130.0), 'adjusted_system_time': (1589161235.0, 81215727.5), 'current_drift': 17547815.326558955, 'average_drift': 5989346.138000294, 'average_RTT': 136335434.29749104}
{'offset': -164736476.5, 'RTT': 145192385.0, 'smoothed_offset': -150130402.5, 'smoothed_RTT': 18181086.0, 'drop_rate': 4.0, 'current_system_time': (1589161245.0, 429161787.0), 'adjusted_system_time': (1589161245.0, 279031384.5), 'current_drift': -16237885.911712063, 'average_drift': 5976076.148716883, 'average_RTT': 136340722.02925372}
{'offset': 432652152.5, 'RTT': 171417713.0, 'smoothed_offset': -150130402.5, 'smoothed_RTT': 18181086.0, 'drop_rate': 4.0, 'current_system_time': (1589161255.0, 624324560.0), 'adjusted_system_time': (1589161255.0, 474194157.5), 'current_drift': 42536071.6379813, 'average_drift': 5997889.988507614, 'average_RTT': 136361651.02147973}
{'offset': 140598618.0, 'RTT': 151351690.0, 'smoothed_offset': -164736476.5, 'smoothed_RTT': 145192385.0, 'drop_rate': 4.0, 'current_system_time': (1589161265.0, 828794479.0), 'adjusted_system_time': (1589161265.0, 664058002.5), 'current_drift': 13850236.135400802, 'average_drift': 6002572.365458652, 'average_RTT': 136370589.62552178}
{'offset': 527465786.0, 'RTT': 154102802.0, 'smoothed_offset': -164736476.5, 'smoothed_RTT': 145192385.0, 'drop_rate': 4.0, 'current_system_time': (1589161276.0, 34649610.0), 'adjusted_system_time': (1589161276.0, -130086866.5), 'current_drift': 51946075.02852028, 'average_drift': 6029952.28361304, 'average_RTT': 136381157.09415972}
{'offset': 189744786.5, 'RTT': 146150589.0, 'smoothed_offset': -164736476.5, 'smoothed_RTT': 145192385.0, 'drop_rate': 4.0, 'current_system_time': (1589161286.0, 233289480.0), 'adjusted_system_time': (1589161286.0, 68553003.5), 'current_drift': 18701160.093731783, 'average_drift': 6037499.161403461, 'average_RTT': 136386975.6956522}
{'offset': -108111614.5, 'RTT': 171459675.0, 'smoothed_offset': -164736476.5, 'smoothed_RTT': 145192385.0, 'drop_rate': 4.0, 'current_system_time': (1589161296.0, 459213733.0), 'adjusted_system_time': (1589161296.0, 294477256.5), 'current_drift': -10628918.361218397, 'average_drift': 6027578.674782854, 'average_RTT': 136407852.30238095}
{'offset': -396695461.5, 'RTT': 153649807.0, 'smoothed_offset': -164736476.5, 'smoothed_RTT': 145192385.0, 'drop_rate': 4.0, 'current_system_time': (1589161306.0, 667480945.0), 'adjusted_system_time': (1589161306.0, 502744468.5), 'current_drift': -39069247.90990085, 'average_drift': 6000751.29430416, 'average_RTT': 136418109.26531827}
{'offset': -705252120.5, 'RTT': 152883291.0, 'smoothed_offset': 189744786.5, 'smoothed_RTT': 146150589.0, 'drop_rate': 4.0, 'current_system_time': (1589161316.0, 874114036.0), 'adjusted_system_time': (1589161317.0, 63858822.5), 'current_drift': -69463235.24916011, 'average_drift': 5955885.666157035, 'average_RTT': 136427898.31510106}
